paper_experiment,model_scale,optimizer,optimizer_folder,optimizer_variant,optimizer_display_name,metric,bucket,beta,beta_lower,beta_upper,intercept,r_squared,std_err,n_widths,ci_method,frequency_bucket_reduction
tail_350m_rank_scaling,350m,AdamW,adamw,adamw,AdamW,hard_rank,tail,0.3882782249423093,-0.16011695034673185,0.9366734002313504,2.9355475384371976,0.8227029064755248,0.12745513284785817,4,scipy_linregress_t_interval,rank0_local
tail_350m_rank_scaling,350m,AdamW,adamw,adamw,AdamW,soft_rank,tail,0.5727631639782222,0.16818372823589844,0.977342599720546,2.2985905711863834,0.9488537124485186,0.09403023230988634,4,scipy_linregress_t_interval,rank0_local
tail_350m_rank_scaling,350m,Muon,muon,muon,Muon,hard_rank,tail,1.126683672660205,0.2813263651391401,1.9720409801812697,-2.5855598900011936,0.9426685353068278,0.1964735154302116,4,scipy_linregress_t_interval,rank0_local
tail_350m_rank_scaling,350m,Muon,muon,muon,Muon,soft_rank,tail,0.9984565989547298,0.5983102232799455,1.398602974629514,-0.6967547311778164,0.9829444483401274,0.09299992371985728,4,scipy_linregress_t_interval,rank0_local
tail_350m_rank_scaling,350m,NorMuon,normuon,normuon,NorMuon,hard_rank,tail,0.8807524336203146,0.5336466685218959,1.2278581987187334,-0.7561252168868133,0.9834976168168144,0.08067250296204509,4,scipy_linregress_t_interval,rank0_local
tail_350m_rank_scaling,350m,NorMuon,normuon,normuon,NorMuon,soft_rank,tail,0.9193280459441141,0.6191082372379408,1.2195478546502874,-0.09574833394869753,0.9886100946553689,0.06977551467704995,4,scipy_linregress_t_interval,rank0_local
tail_350m_rank_scaling,350m,Dion,dion_r1_16,dion_r1_16,Dion (1/16),hard_rank,tail,0.4750111712600548,0.3253840500541572,0.6246382924659524,2.501742287400069,0.9893942887745966,0.034775551409416926,4,scipy_linregress_t_interval,rank0_local
tail_350m_rank_scaling,350m,Dion,dion_r1_16,dion_r1_16,Dion (1/16),soft_rank,tail,0.7493096055966583,0.5691163493921785,0.9295028618011381,1.2183478420913394,0.993791209261459,0.04187957232797536,4,scipy_linregress_t_interval,rank0_local
