run_id,paper_experiment,model_scale,model_name,optimizer,optimizer_folder,optimizer_variant,optimizer_display_name,dion_rank_fraction,width_multiplier,ffn_hidden_dim,metric,bucket,site,value,err_low,err_high,n_layers_used,final_samples,final_steps,aggregation,frequency_bucket_reduction
160m_muon_1x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,1,768,hard_rank,global,post,80.33,0.0,177.23464721320207,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_2x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,2,1536,soft_rank,global,post,556.0112583580742,196.95062576893486,915.0718909472135,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_2x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,2,1536,hard_rank,global,post,170.04000000000002,0.0,359.2624806199562,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_3x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,3,2304,soft_rank,global,post,975.4199262249106,473.41250423159386,1477.4273482182273,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_3x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,3,2304,hard_rank,global,post,284.355,27.15474866287792,541.5552513371222,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_4x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,4,3072,soft_rank,global,post,1519.5227099279973,821.298389540098,2217.7470303158966,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_4x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,4,3072,hard_rank,global,post,565.37,216.34369197011853,914.3963080298815,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_5x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,5,3840,soft_rank,global,post,1829.6454655397547,980.522428167017,2678.7685029124923,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_5x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,5,3840,hard_rank,global,post,536.08,157.25263225343946,914.9073677465606,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_6x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,6,4608,soft_rank,global,post,2100.279141101201,1213.8440218309943,2986.7142603714074,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_6x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,6,4608,hard_rank,global,post,498.15,80.31934384341491,915.980656156585,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_7x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,7,5376,soft_rank,global,post,2602.240267976521,1483.3484011471967,3721.1321348058455,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_7x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,7,5376,hard_rank,global,post,811.02,341.45302093682614,1280.5869790631739,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_8x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,8,6144,soft_rank,global,post,1839.27728681268,935.3897265483323,2743.1648470770274,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_muon_8x,main_160m_width_sweep,160m,GPT2-160M,Muon,muon,muon,Muon,,8,6144,hard_rank,global,post,193.07,0.0,614.7348362569567,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_1x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,1,768,soft_rank,global,post,317.7762190478043,135.6620588979191,499.8903791976895,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_1x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,1,768,hard_rank,global,post,83.075,0.0,182.3440994522495,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_2x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,2,1536,soft_rank,global,post,614.0402616885252,299.95146998821986,928.1290533888306,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_2x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,2,1536,hard_rank,global,post,63.435,0.0,211.2513944730083,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
160m_normuon_3x,main_160m_width_sweep,160m,GPT2-160M,NorMuon,normuon,normuon,NorMuon,,3,2304,soft_rank,global,post,1206.5799203094768,695.8144095394778,1717.345431079476,12,5,5200;5400;5600;5800;6000,median_final_steps_per_layer_then_median_over_layers,rank0_local
