paper_experiment,model_scale,model_name,optimizer,optimizer_folder,optimizer_variant,optimizer_display_name,bucket,step,trajectory_window,beta_hard,beta_soft,n_widths_hard,n_widths_soft,frequency_bucket_reduction
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,7800,3,0.15569904284959318,0.4302754945820659,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,8000,3,0.14062782631706483,0.41448255362362824,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,8200,3,0.08885972968801485,0.4144555709455845,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,8400,3,0.1062120126263572,0.4192643015414822,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,8600,3,0.09683097159915789,0.40393978562320854,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,8800,3,0.14421797699001185,0.40715929278354474,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,9000,3,0.13514168684979252,0.40866896867330377,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,9200,3,0.15969888097891888,0.43668459621273825,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,9400,3,0.13435271521558753,0.4270545454810785,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,9600,3,0.15775972196056567,0.4364372471852696,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,9800,3,0.1446206507811027,0.43402948260326457,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,10000,3,0.0818475917041249,0.44106416499059126,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,10200,3,0.10970945035929627,0.4348333649069654,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,10400,3,0.11747366215751401,0.43173972001640587,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,10600,3,0.1441439387743982,0.4371479060963539,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,10800,3,0.1296897076351391,0.4581448063603382,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,11000,3,0.14707758021289774,0.46268215153444,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,11200,3,0.15939077273657618,0.45602194785547545,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,11400,3,0.152975764800139,0.45845856345411995,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,11600,3,0.1547214570901947,0.46088649605502896,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,11800,3,0.14969441352861057,0.46285104506530694,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,mid,12000,3,0.13510726686148836,0.47001177350308315,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,1,3,0.5322827125491478,0.5881065266465267,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,200,3,0.5165141029435978,0.569517755691436,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,400,3,-0.41857898903679247,-0.5394845825199774,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,600,3,-0.41857898903679247,-0.5394845825199774,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,800,3,-0.37690543383137604,-0.14742116891363305,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,1000,3,-0.04367857984332404,0.16670513461327993,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,1200,3,0.14855637572497504,0.39838692229383776,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,1400,3,0.2009610988038494,0.4174170581802923,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,1600,3,0.2445837149556283,0.4865845790080221,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,1800,3,0.22424593463308803,0.47128659070606543,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,2000,3,0.2365927823706847,0.5278567706283941,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,2200,3,0.27221942666083637,0.5216196673673796,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,2400,3,0.2629568439159569,0.5317869013932582,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,2600,3,0.2927415117351904,0.5461077222463733,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,2800,3,0.3160787542893701,0.5535994954898171,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,3000,3,0.3135202567182762,0.5568935973661779,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,3200,3,0.29268718525323156,0.5439386217533283,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,3400,3,0.31617158942755164,0.5544445234079864,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,3600,3,0.30520050690042894,0.5565162539625162,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,3800,3,0.32659858353254007,0.5513726792703032,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,4000,3,0.30882696674514853,0.5417987011839254,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,4200,3,0.2907669304591239,0.5357846810071103,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,4400,3,0.2907669304591239,0.5370224651523104,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,4600,3,0.2987237939976734,0.5381751974720188,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,4800,3,0.32131309409527714,0.5562336237581725,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,5000,3,0.2839613071171688,0.5650539703212516,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,5200,3,0.3040317652995945,0.5606711604875736,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,5400,3,0.281601447779956,0.5668042088693083,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,5600,3,0.312547909150272,0.5699595859471872,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,5800,3,0.30891533221611733,0.5682486970008258,8,8,rank0_local
matched_loss_scaling_break,160m,GPT2-160M,AdamW,adamw_12k,adamw_12k,AdamW 12K,tail,6000,3,0.3056547793906786,0.56583083059233,8,8,rank0_local
